rt	trial_type	trial_index	trial_index_global	time_elapsed	subject	condition	categoryALoc	trialNum	firstTrial	moveNum	src	category	categoryLoc	imageName	init_locationsX	init_locationsY	movesX	movesY	dropTime	dropCorrect	dropPosition	final_locationsX	final_locationsY	blockNum	responses	strategy	shapes	totalTimeMinutes	totalTimeSeconds	totalTrialNum	FourBlock	conditionC	imagePaired
144121	test-sort	0	1	161886	p415544	high	left	29	1	41	lib/images/tl_30_0.jpg	T	right	tl_30_0.jpg	515	298	881	348	138958	1	right	881	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	29	2	0.5	tl_30_0.jpg
144121	test-sort	0	1	161887	p415544	high	left	30	1	42	lib/images/tl_30_150.jpg	L	left	tl_30_150.jpg	515	298	149	348	141618	1	left	149	348	1		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	30	2	0.5	tl_30_150.jpg
128268	test-sort	0	3	294179	p415544	high	left	1	1	1	lib/images/tl_0_90.jpg	L	left	tl_0_90.jpg	515	298	149	348	1875	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	31	3	0.5	tl_0_90.jpg
128268	test-sort	0	3	294179	p415544	high	left	2	1	2	lib/images/tl_0_60.jpg	L	left	tl_0_60.jpg	515	298	917	330	4683	0	right	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	32	3	0.5	tl_0_60.jpg
128268	test-sort	0	3	294179	p415544	high	left	2	0	3	lib/images/tl_0_60.jpg	L	left	tl_0_60.jpg	515	298	149	348	9530	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	32	3	0.5	tl_0_60.jpg
128268	test-sort	0	3	294179	p415544	high	left	3	1	4	lib/images/tl_50_30.jpg	T	right	tl_50_30.jpg	515	298	881	348	12786	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	33	3	0.5	tl_50_30.jpg
128268	test-sort	0	3	294179	p415544	high	left	4	1	5	lib/images/tl_30_120.jpg	L	left	tl_30_120.jpg	515	298	149	348	15131	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	34	3	0.5	tl_30_120.jpg
128268	test-sort	0	3	294179	p415544	high	left	5	1	6	lib/images/tl_20_150.jpg	L	left	tl_20_150.jpg	515	298	149	348	17750	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	35	3	0.5	tl_20_150.jpg
128268	test-sort	0	3	294179	p415544	high	left	6	1	7	lib/images/tl_10_60.jpg	L	left	tl_10_60.jpg	515	298	149	348	21179	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	36	3	0.5	tl_10_60.jpg
128268	test-sort	0	3	294179	p415544	high	left	7	1	8	lib/images/tl_40_60.jpg	T	right	tl_40_60.jpg	515	298	881	348	24457	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	37	3	0.5	tl_40_60.jpg
128268	test-sort	0	3	294179	p415544	high	left	8	1	9	lib/images/tl_40_90.jpg	T	right	tl_40_90.jpg	515	298	133	344	26921	0	left	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	38	3	0.5	tl_40_90.jpg
128268	test-sort	0	3	294179	p415544	high	left	8	0	10	lib/images/tl_40_90.jpg	T	right	tl_40_90.jpg	515	298	881	348	31746	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	38	3	0.5	tl_40_90.jpg
128268	test-sort	0	3	294179	p415544	high	left	9	1	11	lib/images/tl_40_150.jpg	L	left	tl_40_150.jpg	515	298	149	348	34357	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	39	3	0.5	tl_40_150.jpg
128268	test-sort	0	3	294179	p415544	high	left	10	1	12	lib/images/tl_20_90.jpg	L	left	tl_20_90.jpg	515	298	149	348	37707	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	40	3	0.5	tl_20_90.jpg
128268	test-sort	0	3	294179	p415544	high	left	11	1	13	lib/images/tl_30_30.jpg	T	right	tl_30_30.jpg	515	298	881	348	40501	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	41	3	0.5	tl_30_30.jpg
128268	test-sort	0	3	294179	p415544	high	left	12	1	14	lib/images/tl_40_0.jpg	T	right	tl_40_0.jpg	515	298	881	348	42898	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	42	3	0.5	tl_40_0.jpg
128268	test-sort	0	3	294179	p415544	high	left	13	1	15	lib/images/tl_50_90.jpg	T	right	tl_50_90.jpg	515	298	143	304	46351	0	left	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	43	3	0.5	tl_50_90.jpg
128268	test-sort	0	3	294179	p415544	high	left	13	0	16	lib/images/tl_50_90.jpg	T	right	tl_50_90.jpg	515	298	881	348	51293	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	43	3	0.5	tl_50_90.jpg
128268	test-sort	0	3	294179	p415544	high	left	14	1	17	lib/images/tl_20_120.jpg	L	left	tl_20_120.jpg	515	298	149	348	53621	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	44	3	0.5	tl_20_120.jpg
128268	test-sort	0	3	294179	p415544	high	left	15	1	18	lib/images/tl_10_120.jpg	L	left	tl_10_120.jpg	515	298	149	348	55999	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	45	3	0.5	tl_10_120.jpg
128268	test-sort	0	3	294179	p415544	high	left	16	1	19	lib/images/tl_10_150.jpg	L	left	tl_10_150.jpg	515	298	149	348	58368	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	46	4	0.5	tl_10_150.jpg
128268	test-sort	0	3	294179	p415544	high	left	17	1	20	lib/images/tl_10_0.jpg	T	right	tl_10_0.jpg	515	298	881	348	60713	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	47	4	0.5	tl_10_0.jpg
128268	test-sort	0	3	294179	p415544	high	left	18	1	21	lib/images/tl_20_30.jpg	T	right	tl_20_30.jpg	515	298	881	348	63169	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	48	4	0.5	tl_20_30.jpg
128268	test-sort	0	3	294179	p415544	high	left	19	1	22	lib/images/tl_30_150.jpg	L	left	tl_30_150.jpg	515	298	827	347	65521	0	right	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	49	4	0.5	tl_30_150.jpg
128268	test-sort	0	3	294179	p415544	high	left	19	0	23	lib/images/tl_30_150.jpg	L	left	tl_30_150.jpg	515	298	149	348	70369	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	49	4	0.5	tl_30_150.jpg
128268	test-sort	0	3	294179	p415544	high	left	20	1	24	lib/images/tl_0_150.jpg	L	left	tl_0_150.jpg	515	298	149	348	72637	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	50	4	0.5	tl_0_150.jpg
128268	test-sort	0	3	294179	p415544	high	left	21	1	25	lib/images/tl_50_120.jpg	T	right	tl_50_120.jpg	515	298	881	348	75044	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	51	4	0.5	tl_50_120.jpg
128268	test-sort	0	3	294179	p415544	high	left	22	1	26	lib/images/tl_30_0.jpg	T	right	tl_30_0.jpg	515	298	171	304	77428	0	left	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	52	4	0.5	tl_30_0.jpg
128268	test-sort	0	3	294179	p415544	high	left	22	0	27	lib/images/tl_30_0.jpg	T	right	tl_30_0.jpg	515	298	881	348	83186	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	52	4	0.5	tl_30_0.jpg
128268	test-sort	0	3	294179	p415544	high	left	23	1	28	lib/images/tl_40_30.jpg	T	right	tl_40_30.jpg	515	298	175	304	85438	0	left	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	53	4	0.5	tl_40_30.jpg
128268	test-sort	0	3	294179	p415544	high	left	23	0	29	lib/images/tl_40_30.jpg	T	right	tl_40_30.jpg	515	298	881	348	90271	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	53	4	0.5	tl_40_30.jpg
128268	test-sort	0	3	294179	p415544	high	left	24	1	30	lib/images/tl_20_0.jpg	T	right	tl_20_0.jpg	515	298	175	324	92672	0	left	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	54	4	0.5	tl_20_0.jpg
128268	test-sort	0	3	294179	p415544	high	left	24	0	31	lib/images/tl_20_0.jpg	T	right	tl_20_0.jpg	515	298	881	348	98320	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	54	4	0.5	tl_20_0.jpg
128268	test-sort	0	3	294179	p415544	high	left	25	1	32	lib/images/tl_50_60.jpg	T	right	tl_50_60.jpg	515	298	881	348	100978	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	55	4	0.5	tl_50_60.jpg
128268	test-sort	0	3	294179	p415544	high	left	26	1	33	lib/images/tl_50_0.jpg	T	right	tl_50_0.jpg	515	298	881	348	104039	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	56	4	0.5	tl_50_0.jpg
128268	test-sort	0	3	294179	p415544	high	left	27	1	34	lib/images/tl_0_120.jpg	L	left	tl_0_120.jpg	515	298	149	348	106549	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	57	4	0.5	tl_0_120.jpg
128268	test-sort	0	3	294179	p415544	high	left	28	1	35	lib/images/tl_10_90.jpg	L	left	tl_10_90.jpg	515	298	149	348	111262	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	58	4	0.5	tl_10_90.jpg
128268	test-sort	0	3	294179	p415544	high	left	29	1	36	lib/images/tl_0_30.jpg	L	left	tl_0_30.jpg	515	298	823	347	113544	0	right	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	59	4	0.5	tl_0_30.jpg
128268	test-sort	0	3	294179	p415544	high	left	29	0	37	lib/images/tl_0_30.jpg	L	left	tl_0_30.jpg	515	298	149	348	118323	1	left	149	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	59	4	0.5	tl_0_30.jpg
128268	test-sort	0	3	294179	p415544	high	left	30	1	38	lib/images/tl_30_60.jpg	T	right	tl_30_60.jpg	515	298	251	347	120980	0	left	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	60	4	0.5	tl_30_60.jpg
128268	test-sort	0	3	294179	p415544	high	left	30	0	39	lib/images/tl_30_60.jpg	T	right	tl_30_60.jpg	515	298	881	348	125767	1	right	881	348	2		I tried to figure out cues about horizontal line placement to figure out what went where.	I tried putting the ones with the horizontal line higher on the right.	5.722566667	343.354	60	4	0.5	tl_30_60.jpg
284479	test-sort	0	1	286783	p583653	high	left	1	1	1	lib/images/tl_30_120.jpg	L	left	tl_30_120.jpg	515	298	149	348	4793	1	left	149	348	1		I looked for patterns	"category A was more \L\ shaped, B's were usually crosses."	12.05193333	723.116	1	1	0.5	tl_30_120.jpg
284479	test-sort	0	1	286783	p583653	high	left	2	1	2	lib/images/tl_0_90.jpg	L	left	tl_0_90.jpg	515	298	149	348	7858	1	left	149	348	1		I looked for patterns	"category A was more \L\ shaped, B's were usually crosses."	12.05193333	723.116	2	1	0.5	tl_0_90.jpg
284479	test-sort	0	1	286783	p583653	high	left	3	1	3	lib/images/tl_40_150.jpg	L	left	tl_40_150.jpg	515	298	891	365	10589	0	right	149	348	1		I looked for patterns	"category A was more \L\ shaped, B's were usually crosses."	12.05193333	723.116	3	1	0.5	tl_40_150.jpg
284479	test-sort	0	1	286783	p583653	high	left	3	0	4	lib/images/tl_40_150.jpg	L	left	tl_40_150.jpg	515	298	149	348	17266	1	left	149	348	1		I looked for patterns	"category A was more \L\ shaped, B's were usually crosses."	12.05193333	723.116	3	1	0.5	tl_40_150.jpg
284479	test-sort	0	1	286783	p583653	high	left	4	1	5	lib/images/tl_0_30.jpg	L	left	tl_0_30.jpg	515	298	881	377	20714	0	right	149	348	1		I looked for patterns	"category A was more \L\ shaped, B's were usually crosses."	12.05193333	723.116	4	1	0.5	tl_0_30.jpg
