"rt"	"trial_type"	"trial_index"	"trial_index_global"	"time_elapsed"	"subject"	"condition"	"categoryALoc"	"workerId"	"trialNum"	"firstTrial"	"moveNum"	"src"	"category"	"categoryLoc"	"imageName"	"init_locationsX"	"init_locationsY"	"movesX"	"movesY"	"dropTime"	"dropCorrect"	"dropPosition"	"final_locationsX"	"final_locationsY"	"blockNum"	"responses"	"strategy"	"shapes"	"totalTimeMinutes"	"totalTimeSeconds"	"totalTrialNum"	"FourBlock"	"conditionC"	"imagePaired"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	7	0	11	"lib/images/tl_10_90.jpg"	"L"	"left"	"tl_10_90.jpg"	515	298	149	348	40325	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	7	1	0.5	"tl_10_90.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	8	1	12	"lib/images/tl_20_150.jpg"	"L"	"left"	"tl_20_150.jpg"	515	298	149	348	42743	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	8	1	0.5	"tl_20_150.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	9	1	13	"lib/images/tl_10_150.jpg"	"L"	"left"	"tl_10_150.jpg"	515	298	149	348	45189	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	9	1	0.5	"tl_10_150.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	10	1	14	"lib/images/tl_0_120.jpg"	"L"	"left"	"tl_0_120.jpg"	515	298	149	348	47692	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	10	1	0.5	"tl_0_120.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	11	1	15	"lib/images/tl_50_90.jpg"	"T"	"right"	"tl_50_90.jpg"	515	298	881	348	50273	1	"right"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	11	1	0.5	"tl_50_90.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	12	1	16	"lib/images/tl_40_0.jpg"	"T"	"right"	"tl_40_0.jpg"	515	298	159	348	52750	0	"left"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	12	1	0.5	"tl_40_0.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	12	0	17	"lib/images/tl_40_0.jpg"	"T"	"right"	"tl_40_0.jpg"	515	298	881	348	57692	1	"right"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	12	1	0.5	"tl_40_0.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	13	1	18	"lib/images/tl_10_120.jpg"	"L"	"left"	"tl_10_120.jpg"	515	298	149	348	60109	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	13	1	0.5	"tl_10_120.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	14	1	19	"lib/images/tl_50_30.jpg"	"T"	"right"	"tl_50_30.jpg"	515	298	159	333	62462	0	"left"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	14	1	0.5	"tl_50_30.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	14	0	20	"lib/images/tl_50_30.jpg"	"T"	"right"	"tl_50_30.jpg"	515	298	881	348	67546	1	"right"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	14	1	0.5	"tl_50_30.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	15	1	21	"lib/images/tl_20_30.jpg"	"T"	"right"	"tl_20_30.jpg"	515	298	881	348	69797	1	"right"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	15	1	0.5	"tl_20_30.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	16	1	22	"lib/images/tl_0_60.jpg"	"L"	"left"	"tl_0_60.jpg"	515	298	149	348	72228	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	16	2	0.5	"tl_0_60.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	17	1	23	"lib/images/tl_20_0.jpg"	"T"	"right"	"tl_20_0.jpg"	515	298	881	348	74880	1	"right"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	17	2	0.5	"tl_20_0.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	18	1	24	"lib/images/tl_10_60.jpg"	"L"	"left"	"tl_10_60.jpg"	515	298	149	348	77226	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	18	2	0.5	"tl_10_60.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	19	1	25	"lib/images/tl_50_60.jpg"	"T"	"right"	"tl_50_60.jpg"	515	298	208	336	80514	0	"left"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	19	2	0.5	"tl_50_60.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	19	0	26	"lib/images/tl_50_60.jpg"	"T"	"right"	"tl_50_60.jpg"	515	298	881	348	85411	1	"right"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	19	2	0.5	"tl_50_60.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	20	1	27	"lib/images/tl_20_90.jpg"	"L"	"left"	"tl_20_90.jpg"	515	298	805	330	88365	0	"right"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	20	2	0.5	"tl_20_90.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	20	0	28	"lib/images/tl_20_90.jpg"	"L"	"left"	"tl_20_90.jpg"	515	298	149	348	94479	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	20	2	0.5	"tl_20_90.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	21	1	29	"lib/images/tl_10_0.jpg"	"T"	"right"	"tl_10_0.jpg"	515	298	881	348	97272	1	"right"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	21	2	0.5	"tl_10_0.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	22	1	30	"lib/images/tl_30_60.jpg"	"T"	"right"	"tl_30_60.jpg"	515	298	122	306	99791	0	"left"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	22	2	0.5	"tl_30_60.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	22	0	31	"lib/images/tl_30_60.jpg"	"T"	"right"	"tl_30_60.jpg"	515	298	881	348	104670	1	"right"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	22	2	0.5	"tl_30_60.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	23	1	32	"lib/images/tl_0_90.jpg"	"L"	"left"	"tl_0_90.jpg"	515	298	871	344	107314	0	"right"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	23	2	0.5	"tl_0_90.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	23	0	33	"lib/images/tl_0_90.jpg"	"L"	"left"	"tl_0_90.jpg"	515	298	149	348	112226	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	23	2	0.5	"tl_0_90.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	24	1	34	"lib/images/tl_30_120.jpg"	"L"	"left"	"tl_30_120.jpg"	515	298	888	353	114969	0	"right"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	24	2	0.5	"tl_30_120.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	24	0	35	"lib/images/tl_30_120.jpg"	"L"	"left"	"tl_30_120.jpg"	515	298	149	348	119794	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	24	2	0.5	"tl_30_120.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	25	1	36	"lib/images/tl_0_150.jpg"	"L"	"left"	"tl_0_150.jpg"	515	298	798	366	122377	0	"right"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	25	2	0.5	"tl_0_150.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	25	0	37	"lib/images/tl_0_150.jpg"	"L"	"left"	"tl_0_150.jpg"	515	298	149	348	128752	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	25	2	0.5	"tl_0_150.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	26	1	38	"lib/images/tl_20_120.jpg"	"L"	"left"	"tl_20_120.jpg"	515	298	149	348	131715	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	26	2	0.5	"tl_20_120.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	27	1	39	"lib/images/tl_40_30.jpg"	"T"	"right"	"tl_40_30.jpg"	515	298	881	348	134143	1	"right"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	27	2	0.5	"tl_40_30.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	28	1	40	"lib/images/tl_30_30.jpg"	"T"	"right"	"tl_30_30.jpg"	515	298	881	348	136465	1	"right"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	28	2	0.5	"tl_30_30.jpg"
144121	"test-sort"	0	1	161886	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	29	1	41	"lib/images/tl_30_0.jpg"	"T"	"right"	"tl_30_0.jpg"	515	298	881	348	138958	1	"right"	881	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	29	2	0.5	"tl_30_0.jpg"
144121	"test-sort"	0	1	161887	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	30	1	42	"lib/images/tl_30_150.jpg"	"L"	"left"	"tl_30_150.jpg"	515	298	149	348	141618	1	"left"	149	348	1	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	30	2	0.5	"tl_30_150.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	1	1	1	"lib/images/tl_0_90.jpg"	"L"	"left"	"tl_0_90.jpg"	515	298	149	348	1875	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	31	3	0.5	"tl_0_90.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	2	1	2	"lib/images/tl_0_60.jpg"	"L"	"left"	"tl_0_60.jpg"	515	298	917	330	4683	0	"right"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	32	3	0.5	"tl_0_60.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	2	0	3	"lib/images/tl_0_60.jpg"	"L"	"left"	"tl_0_60.jpg"	515	298	149	348	9530	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	32	3	0.5	"tl_0_60.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	3	1	4	"lib/images/tl_50_30.jpg"	"T"	"right"	"tl_50_30.jpg"	515	298	881	348	12786	1	"right"	881	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	33	3	0.5	"tl_50_30.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	4	1	5	"lib/images/tl_30_120.jpg"	"L"	"left"	"tl_30_120.jpg"	515	298	149	348	15131	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	34	3	0.5	"tl_30_120.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	5	1	6	"lib/images/tl_20_150.jpg"	"L"	"left"	"tl_20_150.jpg"	515	298	149	348	17750	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	35	3	0.5	"tl_20_150.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	6	1	7	"lib/images/tl_10_60.jpg"	"L"	"left"	"tl_10_60.jpg"	515	298	149	348	21179	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	36	3	0.5	"tl_10_60.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	7	1	8	"lib/images/tl_40_60.jpg"	"T"	"right"	"tl_40_60.jpg"	515	298	881	348	24457	1	"right"	881	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	37	3	0.5	"tl_40_60.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	8	1	9	"lib/images/tl_40_90.jpg"	"T"	"right"	"tl_40_90.jpg"	515	298	133	344	26921	0	"left"	881	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	38	3	0.5	"tl_40_90.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	8	0	10	"lib/images/tl_40_90.jpg"	"T"	"right"	"tl_40_90.jpg"	515	298	881	348	31746	1	"right"	881	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	38	3	0.5	"tl_40_90.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	9	1	11	"lib/images/tl_40_150.jpg"	"L"	"left"	"tl_40_150.jpg"	515	298	149	348	34357	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	39	3	0.5	"tl_40_150.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	10	1	12	"lib/images/tl_20_90.jpg"	"L"	"left"	"tl_20_90.jpg"	515	298	149	348	37707	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	40	3	0.5	"tl_20_90.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	11	1	13	"lib/images/tl_30_30.jpg"	"T"	"right"	"tl_30_30.jpg"	515	298	881	348	40501	1	"right"	881	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	41	3	0.5	"tl_30_30.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	12	1	14	"lib/images/tl_40_0.jpg"	"T"	"right"	"tl_40_0.jpg"	515	298	881	348	42898	1	"right"	881	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	42	3	0.5	"tl_40_0.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	13	1	15	"lib/images/tl_50_90.jpg"	"T"	"right"	"tl_50_90.jpg"	515	298	143	304	46351	0	"left"	881	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	43	3	0.5	"tl_50_90.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	13	0	16	"lib/images/tl_50_90.jpg"	"T"	"right"	"tl_50_90.jpg"	515	298	881	348	51293	1	"right"	881	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	43	3	0.5	"tl_50_90.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	14	1	17	"lib/images/tl_20_120.jpg"	"L"	"left"	"tl_20_120.jpg"	515	298	149	348	53621	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	44	3	0.5	"tl_20_120.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	15	1	18	"lib/images/tl_10_120.jpg"	"L"	"left"	"tl_10_120.jpg"	515	298	149	348	55999	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	45	3	0.5	"tl_10_120.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	16	1	19	"lib/images/tl_10_150.jpg"	"L"	"left"	"tl_10_150.jpg"	515	298	149	348	58368	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	46	4	0.5	"tl_10_150.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	17	1	20	"lib/images/tl_10_0.jpg"	"T"	"right"	"tl_10_0.jpg"	515	298	881	348	60713	1	"right"	881	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	47	4	0.5	"tl_10_0.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	18	1	21	"lib/images/tl_20_30.jpg"	"T"	"right"	"tl_20_30.jpg"	515	298	881	348	63169	1	"right"	881	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	48	4	0.5	"tl_20_30.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	19	1	22	"lib/images/tl_30_150.jpg"	"L"	"left"	"tl_30_150.jpg"	515	298	827	347	65521	0	"right"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	49	4	0.5	"tl_30_150.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	19	0	23	"lib/images/tl_30_150.jpg"	"L"	"left"	"tl_30_150.jpg"	515	298	149	348	70369	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	49	4	0.5	"tl_30_150.jpg"
128268	"test-sort"	0	3	294179	"p415544"	"high"	"left"	"A1F1A2FXG1I6ZY"	20	1	24	"lib/images/tl_0_150.jpg"	"L"	"left"	"tl_0_150.jpg"	515	298	149	348	72637	1	"left"	149	348	2	""	"I tried to figure out cues about horizontal line placement to figure out what went where."	"I tried putting the ones with the horizontal line higher on the right."	5.72256666666667	343.354	50	4	0.5	"tl_0_150.jpg"
